Record_ID,Company_Type,D-U-N-S@_Number,Latitude,Line_of_Business,Longtitude,Manufacturing_Indicator,Subsidiary_Status,Web_Address_(URL),Year_of_Founding,Auditors,Location_Type,Physical_Address,Physical_City,Physical_Country/Region,Physical_County,Physical_State,Physical_Zipcode,Primary_NAICS_Code,Primary_NAICS_Description
951237208,Private,13-105-6634,36.823629,REPAIR SERVICES,-76.305701,Manufacturer,Non-Subsidiary,,2023,,Single Location,725 NELSON ST APT 1,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237045713,561790,Other Services to Buildings and Dwellings
951237209,Private,12-844-4964,37.025341,REPAIR SERVICES,-76.403006,Manufacturer,Non-Subsidiary,,2023,,Single Location,14 GRANGER DR,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236664634,561790,Other Services to Buildings and Dwellings
951237210,Private,13-100-2723,37.02562,MOTION PICTURE/TAPE DISTRIBUTION,-76.320679,Manufacturer,Non-Subsidiary,,2023,,Single Location,402 OLD BUCKROE RD,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236632221,512120,Motion Picture and Video Distribution
951237211,Private,10-219-3635,37.018109,REPAIR SERVICES,-76.391174,Manufacturer,Non-Subsidiary,,2022,,Single Location,213 HANKINS DR,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236693630,561790,Other Services to Buildings and Dwellings
951237212,Private,12-978-1056,37.034759,WELDING REPAIR,-76.308489,Manufacturer,Non-Subsidiary,,2023,,Single Location,1310 OLD BUCKROE RD,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236631316,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance
951237213,Private,12-435-1331,36.823382,REPAIR SERVICES,-76.328667,Manufacturer,Non-Subsidiary,,2023,,Single Location,105 DALE DR,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237045310,561790,Other Services to Buildings and Dwellings
951237214,Private,12-435-0436,37.032445,REPAIR SERVICES,-76.431924,Manufacturer,Non-Subsidiary,,2023,,Single Location,347 BRUNELL DR,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236663620,561790,Other Services to Buildings and Dwellings
951237215,Private,12-977-2961,37.034957,REPAIR SERVICES,-76.310725,Manufacturer,Non-Subsidiary,,2023,,Single Location,420 SHELTON RD,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236631434,561790,Other Services to Buildings and Dwellings
951237216,Private,12-650-1610,36.996031,REPAIR SERVICES,-76.384577,Manufacturer,Non-Subsidiary,,2023,,Single Location,64 CLAREMONT AVE,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236613130,561790,Other Services to Buildings and Dwellings
951237217,Private,12-844-6065,36.825194,REPAIR SERVICES,-76.314506,Manufacturer,Non-Subsidiary,,2023,,Single Location,1728 ATLANTA AVE,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237044522,561790,Other Services to Buildings and Dwellings
951237218,Private,12-517-9068,37.028875,REPAIR SERVICES,-76.400991,Manufacturer,Non-Subsidiary,,2023,,Single Location,26 E DAVIS RD,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236664640,561790,Other Services to Buildings and Dwellings
951237219,Private,12-761-9404,37.050666,REPAIR SERVICES,-76.425302,Manufacturer,Non-Subsidiary,,2023,,Single Location,300 NORTHAMPTON DR,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236662017,561790,Other Services to Buildings and Dwellings
951237220,Private,12-339-1887,37.018931,REPAIR SERVICES,-76.389473,Manufacturer,Non-Subsidiary,,2022,,Single Location,206 WARD DR,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236693651,811412,Appliance Repair and Maintenance
951237221,Private,12-445-6791,36.805402,REPAIR SERVICES,-76.332778,Manufacturer,Non-Subsidiary,,2023,,Single Location,2705 BARCLAY AVE,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237021607,561790,Other Services to Buildings and Dwellings
951237222,Private,13-000-0043,36.825619,REPAIR SERVICES,-76.375446,Manufacturer,Non-Subsidiary,,2023,,Single Location,5219 JOHNSON AVE,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237011568,561790,Other Services to Buildings and Dwellings
951237223,Private,12-489-6466,37.050666,REPAIR SERVICES,-76.349695,Manufacturer,Non-Subsidiary,,2023,,Single Location,105 ROLAND DR,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236692144,561790,Other Services to Buildings and Dwellings
951237224,Private,10-071-9651,37.040012,RET AUTO/HOME SUPPLIES,-76.341636,Manufacturer,Non-Subsidiary,,2022,,Single Location,46 CHERRY ACRES DR,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236692902,441340,
951237225,Private,12-979-7061,37.055891,MOTION PICTURE/TAPE DISTRIBUTION,-76.322099,Manufacturer,Non-Subsidiary,,2023,,Single Location,502 WHITE HALL CIR,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236691737,512120,Motion Picture and Video Distribution
951237226,Private,10-099-0395,36.829969,GENERAL AUTO REPAIR,-76.315914,Manufacturer,Non-Subsidiary,,2022,,Single Location,1404 SOUTH ST,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237044024,811111,General Automotive Repair
951237227,Private,13-128-1399,37.045509,PHOTO PORTRAIT STUDIO,-76.349239,Manufacturer,Non-Subsidiary,,2023,,Single Location,9 THORNROSE AVE,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236692540,541921,"Photography Studios, Portrait"
951237228,Private,12-999-3412,36.86784,REPAIR SERVICES,-76.395989,Manufacturer,Non-Subsidiary,,2023,,Single Location,5910 CAMPBELL ST,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237033124,561790,Other Services to Buildings and Dwellings
951237229,Private,11-076-7016,37.050803,REPAIR SERVICES,-76.308564,Manufacturer,Non-Subsidiary,,2022,,Single Location,2155 WOODMANSEE DR,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236631042,561790,Other Services to Buildings and Dwellings
951237230,Private,12-545-8610,36.812613,REPAIR SERVICES,-76.385655,Manufacturer,Non-Subsidiary,,2023,,Single Location,500 CORNWALL RD,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237011735,811412,Appliance Repair and Maintenance
951237231,Private,12-533-3045,36.995268,MOTION PICTURE/TAPE DISTRIBUTION,-76.3911,Manufacturer,Non-Subsidiary,,2023,,Single Location,228 APPLE AVE,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236612704,512120,Motion Picture and Video Distribution
951237232,Private,12-998-8050,36.877846,REPAIR SERVICES,-76.395897,Manufacturer,Non-Subsidiary,,2023,,Single Location,19 WILLOW BREEZE CT,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237035089,561790,Other Services to Buildings and Dwellings
951237233,Private,12-498-6736,37.038257,REPAIR SERVICES,-76.356318,Manufacturer,Non-Subsidiary,,2023,,Single Location,1311 WEST AVE,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236692732,561790,Other Services to Buildings and Dwellings
951237234,Private,12-533-0293,36.837023,MOTION PICTURE/TAPE DISTRIBUTION,-76.353336,Manufacturer,Non-Subsidiary,,2023,,Single Location,405 PATRICK ST,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237072305,512120,Motion Picture and Video Distribution
951237235,Private,12-532-7683,36.840539,REPAIR SERVICES,-76.344538,Manufacturer,Non-Subsidiary,,2023,,Single Location,725 LANIER CRES,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237071344,561790,Other Services to Buildings and Dwellings
951237236,Private,12-508-2759,36.800649,REPAIR SERVICES,-76.355716,Manufacturer,Non-Subsidiary,,2023,,Single Location,1407 STRATFORD ST,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237013349,561790,Other Services to Buildings and Dwellings
951237237,Private,12-081-2501,36.878648,REPAIR SERVICES,-76.399189,Manufacturer,Non-Subsidiary,,2022,,Single Location,3843 HEADWIND LN,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237035379,561790,Other Services to Buildings and Dwellings
951237238,Private,10-957-0602,37.031089,MOTION PICTURE/TAPE DISTRIBUTION,-76.393843,Manufacturer,Non-Subsidiary,WWW.SEERASHARAE.COM,2022,,Single Location,1220 TIDES EDGE CT,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236664184,512120,Motion Picture and Video Distribution
951237239,Private,12-078-4311,37.051672,REPAIR SERVICES,-76.339089,Manufacturer,Non-Subsidiary,,2022,,Single Location,123 PEACHTREE LN,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236692203,561790,Other Services to Buildings and Dwellings
951237240,Private,12-424-2856,36.844949,REPAIR SERVICES,-76.328147,Manufacturer,Non-Subsidiary,,2023,,Single Location,306 ROBERTA ST,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237073013,561790,Other Services to Buildings and Dwellings
951237241,Private,12-514-2599,36.823969,REPAIR SERVICES,-76.313543,Manufacturer,Non-Subsidiary,,2023,,Single Location,1918 CAMDEN AVE,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237045512,561790,Other Services to Buildings and Dwellings
951237242,Private,11-042-7227,36.997567,REPAIR SERVICES,-76.406346,Manufacturer,Non-Subsidiary,WWW.PARAGONCLEANINGLLC.COM,2022,,Single Location,511 SHELL RD,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236612243,561790,Other Services to Buildings and Dwellings
951237243,Private,12-532-6564,37.055728,REPAIR SERVICES,-76.334364,Manufacturer,Non-Subsidiary,,2023,,Single Location,50 STAPLEFORD WAY,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236694974,561790,Other Services to Buildings and Dwellings
951237244,Private,12-567-3605,37.010912,REPAIR SERVICES,-76.414504,Manufacturer,Non-Subsidiary,,2023,,Single Location,27 SCOTT DR,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236611219,561790,Other Services to Buildings and Dwellings
951237245,Private,10-289-0355,37.063092,REPAIR SERVICES,-76.381515,Manufacturer,Non-Subsidiary,,2023,,Single Location,15 MARLDALE DR,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236661714,561790,Other Services to Buildings and Dwellings
951237246,Private,12-567-3409,36.99877,WELDING REPAIR,-76.383999,Manufacturer,Non-Subsidiary,,2023,,Single Location,121 PIEDMONT AVE,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236612846,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance
951237247,Private,13-037-8620,37.044026,WELDING REPAIR,-76.291592,Manufacturer,Non-Subsidiary,,2021,,Single Location,135 N SECOND ST,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236641208,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance
951237248,Private,10-042-3369,36.873402,REPAIR SERVICES,-76.389039,Manufacturer,Non-Subsidiary,,2022,,Single Location,3924 KALONA RD,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237032058,561790,Other Services to Buildings and Dwellings
951237249,Private,07-642-7564,37.054788,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.398432,Manufacturer,Non-Subsidiary,,2021,,Single Location,2104 AUBURN LN,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236662469,236115,New Single-Family Housing Construction (except For-Sale Builders)
951237250,Private,12-885-6539,37.048308,GENERAL AUTO REPAIR,-76.309963,Manufacturer,Non-Subsidiary,,2023,,Single Location,2009 NICKERSON BLVD,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236631001,811111,General Automotive Repair
951237251,Private,09-941-4418,36.811609,GENERAL AUTO REPAIR,-76.365273,Manufacturer,Non-Subsidiary,,2022,,Single Location,200 CHOWAN DR APT F,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237012467,811111,General Automotive Repair
951237252,Private,13-005-0558,36.82302,AUTOMOTIVE SERVICES,-76.319742,Manufacturer,Non-Subsidiary,,2023,,Single Location,2012 PIEDMONT AVE,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237045404,811198,All Other Automotive Repair and Maintenance
951237253,Private,12-885-5425,36.866948,AUTOMOTIVE SERVICES,-76.398505,Manufacturer,Non-Subsidiary,,2023,,Single Location,3501 PIERCE ST,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237033151,488410,Motor Vehicle Towing
951237254,Private,12-977-9008,37.05791,AUTOMOTIVE SERVICES,-76.333992,Manufacturer,Non-Subsidiary,WWW.LONGLIVEMOTORSPORTSLLC.COM,2023,,Single Location,211 VALIREY DR,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236691715,811198,All Other Automotive Repair and Maintenance
951237255,Private,12-849-9060,37.039445,AUTOMOTIVE SERVICES,-76.347674,Manufacturer,Non-Subsidiary,,2023,,Single Location,988 N KING ST APT 22,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236692881,488410,Motor Vehicle Towing
951237256,Private,11-048-0596,36.826813,GENERAL AUTO REPAIR,-76.309987,Manufacturer,Non-Subsidiary,,2022,,Single Location,1524 LASALLE AVE,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237044640,811111,General Automotive Repair
951237257,Private,12-844-2999,37.052672,GENERAL AUTO REPAIR,-76.348862,Manufacturer,Non-Subsidiary,,2023,,Single Location,2 REBEL ST,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236692102,811111,General Automotive Repair
951237258,Private,12-088-8843,37.033778,GENERAL AUTO REPAIR,-76.340959,Manufacturer,Non-Subsidiary,,2022,,Single Location,416 COOPER ST,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236693106,811111,General Automotive Repair
951237259,Private,11-881-8644,37.030233,MANAGEMENT CONSULTING SERVICES,-76.393001,Manufacturer,Non-Subsidiary,,2022,,Single Location,1012 CELIA CT,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236664171,541612,Human Resources Consulting Services
951237260,Private,11-885-1425,37.002822,MANAGEMENT CONSULTING SERVICES,-76.368019,Manufacturer,Non-Subsidiary,,2022,,Single Location,55 ALLEGHANY RD,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236613404,541613,Marketing Consulting Services
951237261,Private,08-462-4163,37.021485,LOCAL TRUCKING OPERATOR,-76.320967,Manufacturer,Non-Subsidiary,,2021,,Single Location,237 LIBBY ST,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236632256,484110,"General Freight Trucking, Local"
951237262,Private,09-777-2835,37.057766,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.320018,Manufacturer,Non-Subsidiary,,2022,,Single Location,3 HALLMARK PL,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236691729,236115,New Single-Family Housing Construction (except For-Sale Builders)
951237263,Private,11-070-9075,37.089514,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.419792,Manufacturer,Non-Subsidiary,,2022,,Single Location,39 OLD POND CT,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236665314,236115,New Single-Family Housing Construction (except For-Sale Builders)
951237264,Private,08-192-7557,37.053749,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.3372,Manufacturer,Non-Subsidiary,,2022,,Single Location,6 JENNISONS FALL,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236692017,236115,New Single-Family Housing Construction (except For-Sale Builders)
951237265,Private,09-642-9927,36.796597,TRADE CONTRACTOR,-76.362939,Manufacturer,Non-Subsidiary,,2021,,Single Location,1403 CAVALIER BLVD,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237013726,238990,All Other Specialty Trade Contractors
951237266,Private,04-867-5774,37.079509,RET MISC MERCHANDISE,-76.275751,Manufacturer,Non-Subsidiary,,2022,,Single Location,118 BONITA DR,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236641906,459999,
951237267,Private,04-839-7963,36.99847,MANAGEMENT CONSULTING SERVICES,-76.37742,Manufacturer,Non-Subsidiary,,2022,,Single Location,2221 CHESAPEAKE AVE,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236613204,541613,Marketing Consulting Services
951237268,Private,07-611-0884,37.010133,RET MISC MERCHANDISE,-76.361654,Manufacturer,Non-Subsidiary,,2021,,Single Location,4 OXFORD TER,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236611637,459999,
951237269,Private,07-600-6370,37.012233,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.366031,Manufacturer,Non-Subsidiary,,2021,,Single Location,417 ALGONQUIN RD,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236611604,236115,New Single-Family Housing Construction (except For-Sale Builders)
951237270,Private,12-402-1092,36.795804,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.362535,Manufacturer,Non-Subsidiary,,2022,,Single Location,1024 BASIE CRES,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237013920,236115,New Single-Family Housing Construction (except For-Sale Builders)
951237271,Private,12-653-0439,36.817861,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.385772,Manufacturer,Non-Subsidiary,,2021,,Single Location,210 LOGAN DR,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237011329,236115,New Single-Family Housing Construction (except For-Sale Builders)
951237272,Private,12-671-5048,37.041712,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.443117,Manufacturer,Non-Subsidiary,,2022,,Single Location,17 CORNWALL TER,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236662811,236115,New Single-Family Housing Construction (except For-Sale Builders)
951237273,Private,12-729-5683,36.804201,INDIVIDUAL/FAMILY SERVICES,-76.386747,Manufacturer,Non-Subsidiary,,2022,,Single Location,810 ARNOLD PALMER DR,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237012102,624190,Other Individual and Family Services
951237274,Private,11-967-3070,36.807989,PHYSICAL FITNESS FACILITY,-76.330289,Manufacturer,Non-Subsidiary,,2021,,Single Location,15 KIRBY ST,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237021227,713940,Fitness and Recreational Sports Centers
951237275,Private,11-077-4706,36.831457,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.380515,Manufacturer,Non-Subsidiary,WWW.TIDEWATERPROAIR.COM,2021,,Single Location,501 LINDA RD,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237011117,236115,New Single-Family Housing Construction (except For-Sale Builders)
951237276,Private,12-338-5113,36.811906,REPAIR SERVICES,-76.386306,Manufacturer,Non-Subsidiary,,2022,,Single Location,1507 HODGES FERRY RD,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237011713,811412,Appliance Repair and Maintenance
951237277,Private,00-549-9179,37.04444,MISC PUBLISHING,-76.31641,Manufacturer,Non-Subsidiary,WWW.YELLOWDOGPUBLISHING.COM,2021,,Single Location,1826 BEALL DR,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236631912,513199,
951237278,Private,04-962-7147,37.0408,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.34642,Manufacturer,Non-Subsidiary,,2022,,Single Location,25 N GAWAIN WAY,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236692894,236115,New Single-Family Housing Construction (except For-Sale Builders)
951237279,Private,13-128-7066,36.865175,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.373935,Manufacturer,Non-Subsidiary,,2023,,Single Location,3720 SHANNON RD,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237032116,236115,New Single-Family Housing Construction (except For-Sale Builders)
951237280,Private,10-065-6658,36.81772,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.324715,Manufacturer,Non-Subsidiary,,2022,,Single Location,2807 CHICAGO AVE,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237046203,236115,New Single-Family Housing Construction (except For-Sale Builders)
951237281,Private,12-978-8131,36.808038,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.343135,Manufacturer,Non-Subsidiary,,2023,,Single Location,275 TIGERLILLY DR,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237012744,236115,New Single-Family Housing Construction (except For-Sale Builders)
951237282,Private,10-899-1152,37.052544,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.308218,Manufacturer,Non-Subsidiary,,2022,,Single Location,122 MANILLA CIR,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236691700,236115,New Single-Family Housing Construction (except For-Sale Builders)
951237283,Private,12-650-2055,36.994667,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.385715,Manufacturer,Non-Subsidiary,,2023,,Single Location,59 HOLLYWOOD AVE,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236613133,236115,New Single-Family Housing Construction (except For-Sale Builders)
951237284,Private,10-548-0264,37.039984,MISC PERSONAL SERVICES,-76.426758,Manufacturer,Non-Subsidiary,,2022,,Single Location,810 ARLINGTON TER,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236662828,812199,Other Personal Care Services
951237285,Private,12-424-7520,36.831101,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.381169,Manufacturer,Non-Subsidiary,,2023,,Single Location,607 LINDA RD,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237011118,236115,New Single-Family Housing Construction (except For-Sale Builders)
951237286,Private,13-005-1767,37.077126,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.424418,Manufacturer,Non-Subsidiary,,2023,,Single Location,9 COMPTON CT,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236661494,236115,New Single-Family Housing Construction (except For-Sale Builders)
951237287,Private,12-174-5034,36.87666,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.384087,Manufacturer,Non-Subsidiary,,2022,,Single Location,4025 WINDYMILLE DR,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237032029,236115,New Single-Family Housing Construction (except For-Sale Builders)
951237288,Private,12-844-1118,36.81072,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.377152,Manufacturer,Non-Subsidiary,,2023,,Single Location,1220 TATEM AVE,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237012245,236115,New Single-Family Housing Construction (except For-Sale Builders)
951237289,Private,10-108-1274,37.067941,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.340039,Manufacturer,Non-Subsidiary,,2022,,Single Location,16 POULAS CT,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236691863,236115,New Single-Family Housing Construction (except For-Sale Builders)
951237290,Private,12-650-1104,37.045184,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.296588,Manufacturer,Non-Subsidiary,,2023,,Single Location,119 N SIXTH ST,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236641309,236115,New Single-Family Housing Construction (except For-Sale Builders)
951237291,Private,09-314-4887,36.824528,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.323496,Manufacturer,Non-Subsidiary,,2022,,Single Location,1806 EVERGREEN PL,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237044237,236115,New Single-Family Housing Construction (except For-Sale Builders)
951237292,Private,12-651-1649,37.071682,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.312953,Manufacturer,Non-Subsidiary,,2023,,Single Location,9 BLUEBERRY HL,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236691169,236115,New Single-Family Housing Construction (except For-Sale Builders)
951237293,Private,12-976-1126,36.826837,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.318691,Manufacturer,Non-Subsidiary,,2023,,Single Location,1515 DES MOINES AVE,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237044301,236115,New Single-Family Housing Construction (except For-Sale Builders)
951237294,Private,13-040-7522,37.057514,MEDICAL DOCTOR'S OFFICE,-76.288916,Manufacturer,Non-Subsidiary,,2021,,Single Location,371 MAINSAIL DR,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236642207,621111,Offices of Physicians (except Mental Health Specialists)
951237295,Private,05-960-2802,36.868206,ELECTRICAL CONTRACTOR,-76.407338,Manufacturer,Non-Subsidiary,WWW.ANOINTEDHANDSELECTRICALSERVICES.COM,2022,,Single Location,3600 TEJO LN APT 2C,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237033024,238210,Electrical Contractors and Other Wiring Installation Contractors
951237296,Private,12-089-1228,37.042981,ANIMAL SERVICES,-76.304319,Manufacturer,Non-Subsidiary,,2022,,Single Location,19 NORTHCUTT DR,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236641179,115210,Support Activities for Animal Production
951237297,Private,09-769-3165,36.861318,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.363639,Manufacturer,Non-Subsidiary,,2022,,Single Location,602 SAWGRASS LN,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237032290,236115,New Single-Family Housing Construction (except For-Sale Builders)
951237298,Private,12-435-1286,36.812739,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.366121,Manufacturer,Non-Subsidiary,,2023,,Single Location,216 CHOWAN DR APT F,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237012466,236115,New Single-Family Housing Construction (except For-Sale Builders)
951237299,Private,10-681-9745,37.030109,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.333671,Manufacturer,Non-Subsidiary,WWW.ATLANTISARTSTUDIO.COM,2022,,Single Location,70 S BOXWOOD ST,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236693267,236115,New Single-Family Housing Construction (except For-Sale Builders)
951237300,Private,12-518-0421,36.825364,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.314109,Manufacturer,Non-Subsidiary,,2023,,Single Location,1711 ATLANTA AVE,PORTSMOUTH,USA,PORTSMOUTH CITY,VIRGINIA,237044521,236115,New Single-Family Housing Construction (except For-Sale Builders)
951237301,Private,06-431-6377,37.039792,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.36948,Manufacturer,Non-Subsidiary,,2022,,Single Location,84 FORSYTH WAY,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236664356,236115,New Single-Family Housing Construction (except For-Sale Builders)
951237302,Private,12-891-0641,37.023132,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.359073,Manufacturer,Non-Subsidiary,,2023,,Single Location,600 LEE ST,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236693925,236115,New Single-Family Housing Construction (except For-Sale Builders)
951237303,Private,12-546-1898,37.0416,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.367392,Manufacturer,Non-Subsidiary,,2023,,Single Location,413 MARSH LOOP,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236664367,236115,New Single-Family Housing Construction (except For-Sale Builders)
951237304,Private,06-246-7800,37.03524,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.32158,Manufacturer,Non-Subsidiary,,2022,,Single Location,224 WOODLAND RD,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236692427,236115,New Single-Family Housing Construction (except For-Sale Builders)
951237305,Private,12-547-7250,37.044617,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.289936,Manufacturer,Non-Subsidiary,,2023,,Single Location,103 PARKVIEW PL,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236641420,236115,New Single-Family Housing Construction (except For-Sale Builders)
951237306,Private,12-371-3263,37.014277,SINGLE-FAMILY HOUSE CONSTRUCTION,-76.370083,Manufacturer,Non-Subsidiary,,2022,,Single Location,429 COLONIAL AVE,HAMPTON,USA,HAMPTON CITY,VIRGINIA,236611513,236115,New Single-Family Housing Construction (except For-Sale Builders)
